微博正文,发布位置,话题,转发数,评论数,点赞数,发布时间,省,市
【69】太平鸟短袖T恤*1件，S-3XL男女都能穿，多色可选，新疆棉面料，上身舒服，纯色T百搭不出错，超级经典，人人衣柜里都有的一件。太平鸟男装夏短袖T恤男干爽面料新疆棉花运动服纯色体恤打底衫潮,,,0,0,0,2021-04-08 21:51:00,新疆维吾尔自治区,阿克苏地区
点击就看今日刘亦菲粉丝装瞎轶事，虽然刘亦菲粉丝诅咒别人死，虽然刘亦菲粉丝骂别家脏话，但是刘亦菲粉丝，看不见，只能看见指出刘亦菲不转新疆棉代言乳化品牌粉丝替解约诈热搜骗人这大实话，并说没素质刘亦菲粉丝不愧是mgr的粉丝，只能以mgr的逻辑想问题，不愧是为了刘亦菲甘愿当国贼的粉丝必须瞎，不瞎粉不下去,,,0,0,2,2021-04-08 21:50:00,,
【69】太平鸟短袖T恤*1件，S-3XL男女都能穿，多色可选，新疆棉面料，上身舒服，纯色T百搭不出错，超级经典，人人衣柜里都有的一件。太平鸟男装夏短袖T恤男干爽面料新疆棉花运动服纯色体恤打底衫潮,,,0,0,0,2021-04-08 21:50:00,,
@芝士年糕红茶刘亦菲又来诅咒啦！怎么说刘亦菲不转发新疆棉，粉丝诈解约没有公章就买热搜欺骗中国人感情戳痛你的心了？放心，人终有一死，但有些人比如生在中国，被中国人捧红，却数典忘祖崇洋媚外的人，死也是被人唾骂那种，而每年参加公益，低调捐款弘扬正能量的人，一定长命百岁这回刘亦菲粉丝别回旋镖镖镖必达了啊！,,,0,0,3,2021-04-08 21:39:00,,
刷一刷新闻，刷一刷视频，还是能看到夸赞新疆棉的我当然也夸啊，随手点赞转发支持（然后，和我爸打电话……）“你点赞转发视频看清楚了视频内容吗不要随便点！”“看清楚了都是央妈发的正能量，点赞转发，必hui滴”,,,0,0,0,2021-04-08 21:35:00,,
一直找北面冲锋衣的替代找不到，昨晚人美心善的姐妹给我安利了！我又种草了冰蓝色，实物真的好好看，而且比北面的便宜太多了。因为抵制新疆棉坚决不买北面！,,,1,5,7,2021-04-08 21:27:00,,
刘亦菲粉丝@安风亦阳今天为了刘亦菲变国贼了吗？今天刘亦菲转发新疆棉了吗？今天刘亦菲粉丝是又代替刘亦菲骂人了吗？,,,2,0,3,2021-04-08 21:16:00,,
新疆棉夏季新款韩版潮流T恤，14.9入！！质量好到爆炸、看得见的厚实、做工没得挑，神仙质量，神仙价格！,,,0,2,0,2021-04-08 21:11:00,,
新疆棉夏季新款韩版潮流T恤，14.9入！！质量好到爆炸、看得见的厚实、做工没得挑，神仙质量，神仙价格！,,,3,18,97,2021-04-08 21:11:00,,
【新疆棉】男士t恤短袖2021t打底衫，券后14.9【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T,,,0,2,0,2021-04-08 21:09:00,,
啊啊啊啊啊啊我终于得到了洋酒@杨九郎L的同款（一个月前下单的刚刚才拿到那个时候还没有新疆棉的事情以后不会买了）emmmm这个鞋带怎么系的？,苏州,,0,3,5,2021-04-08 21:08:00,,
我个人提议给H&M送锦旗，要不是它带头作死，我现在可能还不知道新疆棉有多好别的不说海底捞的爆米花🍿️可真好次,,,0,2,1,2021-04-12 18:51:00,,
#这里是新疆##新疆棉中国心#新疆托克逊：机械助力棉花春播L托克逊在线的微博视频,,"这里是新疆,新疆棉 中国心",0,0,0,2021-04-12 18:47:00,,
"近段时间“新疆棉花”冲上热搜！作为世界最大棉花消费国、第二大棉花生产国，我国2020/2021年度棉花产量约595万吨，总需求量约780万吨，年度缺口约185万吨。其中，新疆棉产量520万吨，占国内产量比重约87%，占国内消费比重约67%。每年高考都紧随热点，想必这次的棉花事件肯定会是高考的宠儿，今天学姐给大家整理了热搜不下的""新疆棉花地理知识点，认真学起来吧~关键词【地理11】#高考#高考#高考加油#高中地理#高中地理##高考倒计时##提分#",,"高考,高考加油,高中地理,高考倒计时,提分",0,0,1,2021-04-12 18:33:00,,
【新疆棉加油，中国纺织加油！】O新疆棉加油，中国纺织加油！,,,0,0,0,2021-04-12 18:31:00,,
4.新疆棉加油，中国纺织加油乌苏市昌茂纺织有限责任公司　　近期，H&M等无良企业假借人权之名，抵制新疆棉花，这不是简单的商业行为，是对我国纺织行业的恶意打压。我们坚决抵制这种恶意行为，我们新疆人民不吃这一套，中国人民不吃这一套。O网页链接,,,0,0,2,2021-04-12 18:21:00,,
#新疆棉中国心#新疆的生活过得很幸福至于那些不安好心胡说八道的那些人劝你们好自为之,,新疆棉 中国心,0,0,0,2021-04-12 18:20:00,,
新疆棉加油，中国纺织加油O网页链接,,,0,0,0,2021-04-12 18:15:00,,
#新疆棉中国心#事实胜于雄辩，谣言止于智者，我爱新疆，新疆棉质量超级棒,,新疆棉中国心,0,0,0,2021-04-12 17:45:00,,
#新疆棉中国心#我支持新疆棉花，新疆不吃这一套。#中国新疆#,,"新疆棉 中国心,中国新疆",0,0,1,2021-04-12 17:42:00,,
【新疆棉】2021新款潮流男士短袖原价29.90元，券后价【14.90元】【两件34三件44】甄选优质纯棉面料，吸汗透气，弹性好不变形，穿着宽松舒适，款式简单大方，百搭不挑人。【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T,,,0,2,0,2021-04-12 17:41:00,,
#娱乐##电视剧大赏#正能量带货主播！薇娅为新疆棉制品公益带货1小时卖出2千多万元L小美爱剪辑的微博视频,,"娱乐,电视剧大赏",0,0,0,2021-04-12 17:25:00,,
在我印象里新百伦没有爆出来新疆棉事件刚查了一下名单里有它我透这可咋整,,,0,3,2,2021-04-12 17:22:00,,
北京早高峰真的🐮我人差点没了看到好多送外卖的下午在商场趴着，成年人的世界真的好辛苦HM经过新疆棉事件人真的很少，四个店员在门口不知道研究啥突然发现一个人逛街吃饭很惬意,北京·中关村广场购物中心,,0,1,8,2021-04-12 17:20:00,,
跳脱穿搭框架，构建氧气穿搭白蓝色系，是蓝天大海的色调纯白纯蓝，优雅高级；波点格纹，元气满分无需繁复的叠穿技巧一席简约连衣裙即可焕发品味图1优质新疆棉白色收腰连衣裙YU12S7AN2003#URBANREVIVO##UR##我支持新疆棉花#,,"URBAN REVIVO,UR,我支持新疆棉花",99,8,486,2021-04-12 17:16:00,,
#外交部回应日本拟决定核废水排海#核污水这事吧，“中日对调、批评过亿”。如果中国打算排放核污水，西方世界早炸锅了，反对、批评、质疑、制裁、赔偿，一波又一波。如今日本打算排放污水，咦？西方世界没有什么强大的反对声浪。这事比所谓新疆棉对世界的影响大多了，波及整个太平洋。果然屁股决定脑袋。,,外交部回应日本拟决定核废水排海,33,18,70,2021-04-12 17:09:00,,
新疆棉加油，中国纺织加油O网页链接,,,0,0,0,2021-04-12 17:04:00,北京市,
#新疆棉中国心#『我们的生活越来越好，你们的阴谋不会得逞-天山网-新疆新闻门户』O网页链接,,新疆棉 中国心,0,0,0,2021-04-17 11:42:00,重庆市,
#新疆棉中国心#不要想着靠诋毁我们达到你们不可告人的目的L小疆有话说的微博视频,,新疆棉 中国心,30,3,4,2021-04-17 11:27:00,,
本次的主要更新是：今天潍坊国际风筝会上的新疆棉风筝更多资讯，请持续关注。带着微博去潍坊,,,0,1,0,2021-04-17 11:23:00,,
34.8【北极绒】新疆棉纯棉睡衣套装睡衣女2021年新款春秋季纯棉长袖网红爆款家居服套装ins风新疆棉有天赋的注定45.你以为我会眼睁睁地看着你去送死吗？我会闭上眼睛的！,,,0,1,0,2021-04-17 11:22:00,,
重复采购，支持一下新疆棉，不过新疆确实太大了，还好我们是包邮区。,,,0,7,2,2021-04-17 11:12:00,,
#新疆棉中国心#我们可爱的家园就在我们的面前L小疆有话说的微博视频,,新疆棉 中国心,28,2,3,2021-04-17 11:05:00,台湾省,
#新疆棉中国心#坚决反对抵制新疆棉花L小疆有话说的微博视频,,新疆棉 中国心,24,1,7,2021-04-17 11:03:00,,
#新疆棉中国心#棉花的经济效益好，给我们生活带来了很大的改变L小疆有话说的微博视频,,新疆棉 中国心,24,3,6,2021-04-17 10:59:00,,
#新疆棉中国心#我们新疆的棉花质量棒棒的L小疆有话说的微博视频,,新疆棉 中国心,20,0,6,2021-04-17 10:57:00,新疆维吾尔自治区,伊犁哈萨克自治州
#新疆棉中国心#今年我家棉花已经种好了，都是机器种的L小疆有话说的微博视频,,新疆棉 中国心,6,0,3,2021-04-17 10:56:00,,
#新疆棉中国心#棉花给我们带来了经济收入，我们决不允许你们抹黑L小疆有话说的微博视频,,新疆棉 中国心,23,1,7,2021-04-17 10:54:00,,
傻狗Nike抵制新疆棉，最近都没有鞋可以买了…你继续抵制，我继续省钱,大庆·银浪温馨家园,,0,0,3,2021-04-17 10:53:00,福建省,莆田市
#新疆棉中国心#我们种自己的地，出自己的力，是为了让生活过得更好！L小疆有话说的微博视频,,新疆棉 中国心,20,0,4,2021-04-17 10:50:00,,
#新疆棉中国心#顾客的信任源自我们新疆的好棉花L小疆有话说的微博视频,,新疆棉 中国心,5,0,3,2021-04-17 10:49:00,,
#新疆棉中国心#有空我们就去捡棉花一天能赚三四百元L小疆有话说的微博视频,,新疆棉 中国心,6,1,7,2021-04-17 10:46:00,,
#新疆棉中国心#新疆地区的棉花是世界上最好的棉花之一，给老百姓包括少数民族群众提供更多就业机会，让人民过上了越来越好的生活……新疆棉花同中国人民谆谆爱国心一样，真诚炙热，纯洁无瑕！,,新疆棉 中国心,2,2,0,2021-04-17 10:44:00,,
#新疆棉中国心#库萨音·哈木扎：我现在的日子过得非常好棉花都是机械化采收L小疆有话说的微博视频,,新疆棉 中国心,11,3,5,2021-04-17 10:43:00,,
#新疆棉中国心#不要诋毁我们的新疆不要抹黑我们的棉花L小疆有话说的微博视频,,新疆棉 中国心,4,1,4,2021-04-17 10:41:00,浙江省,台州市
【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T原29.90劵14.90【新疆棉】男士t恤短袖2021新款夏季潮流纯棉宽松半袖打底衫体恤T,,,0,0,1,2021-04-17 10:41:00,,
#新疆棉中国心#我支持新疆棉花国外部分企业的险恶用心终将是竹篮打水一场空。,,新疆棉 中国心,2,1,1,2021-04-13 18:50:00,,
#西方媒体这一次却沉默了#为啥这么不要脸，报新疆棉的时候跟死了跌似的积极，这次也想死了跌的孝子,,西方媒体这一次却沉默了,0,0,0,2021-04-13 18:30:00,,
【14.9】ozm新疆棉短袖t恤拍三件44男女可穿，M-4XL码可选,,,0,1,0,2021-04-13 18:30:00,,
【14.9】ozm新疆棉短袖t恤拍三件44男女可穿，M-4XL码可选,,,0,1,0,2021-04-13 18:30:00,,
#新疆棉中国心#新疆都是机采棉，根本不存在强迫劳动一说O网页链接,,新疆棉 中国心,0,0,0,2021-04-13 18:27:00,,
新疆棉的衣服穿上应该很不错的LCarpeDiem眀的微博视频,,,0,0,0,2021-04-13 18:26:00,,
#新疆棉中国心#H&M，新疆的棉花你们不配用！O网页链接,,新疆棉 中国心,0,0,0,2021-04-13 18:25:00,,
#新疆棉中国心#我们公司的服装布料都是用新疆棉花制成的，质量很好O网页链接,,新疆棉 中国心,3,0,0,2021-04-13 18:25:00,上海市,
#新疆棉中国心#花纺的布做成的衣服又软又舒服，造谣的人闭嘴吧！,,新疆棉 中国心,0,0,1,2021-04-13 18:25:00,,
#新疆棉中国心#我们机械化播种场面挺壮观的O网页链接,,新疆棉 中国心,2,1,1,2021-04-13 18:25:00,,
#新疆棉中国心#我们机械化播种场面挺壮观的来源：天山网　　巴音郭楞蒙古自治州且末县良种场职工阿迪力·艾合买提　　近期，H&M等国际品牌服饰公司公开造谣，污称新疆存在“强迫劳动”，抵制新疆棉花。我想问问，新疆棉花惹了谁？凭什么说我们存在“强迫劳动”？　　我叫阿迪力·艾合买提，是且末县良种场职工。我们场有7万多亩耕地，棉花种植面积就达6万亩。近年来，我们坚持“提质量、降成本、增效益”，开展高标准农田建设，优化棉花品种结构和生产经营体系，创新规模化生产模式，推动了棉花产业高质量发展，棉田年年丰收。全场棉花种植面积、单产、总产、效益等指标，连续10年居全县首位。　　我们良种场是全县典型的农业现代机械化农场，有400多台先进的大型农机具。从2月到12月，所有农活都用现代机械完成，包括打棉秆、收残膜、收滴灌带、土地清理、地块平整、犁地、平地、播种、中耕、除草、施肥料、打药等。采棉方面，我们已全部使用大型采棉机来采收，采棉机把棉花直接打包并用大型铲车装车拉运到轧花厂。今年到现在，我们厂6万多亩棉花地已全部浇完了水，农民们都在家里忙着农机检修、农资储备。现在，我们机械化播种开始了，场面还是挺壮观的。　　那些人一边干着伤害中国的事，一边又想在中国赚钱，他们还有良心吗？,,新疆棉 中国心,0,0,0,2021-04-13 18:22:00,,
#新疆棉中国心#为新疆棉花加油！来源：天山网　　克州鹏泰纺织有限公司　　近期，部分国际品牌和国际机构听信新疆“强迫劳动”谎言抵制新疆棉花及其制品，引发中国社会、纺织服装产业界和消费者极大的愤慨。我们公司全体员工也强烈谴责这种无耻行径！　　克州鹏泰纺织有限公司是新疆克州纺织加工型企业。我们公司生产的棉纱产品全部使用新疆棉花，生产的棉纱产品销往全国各地。阿图什市格达良乡种植的1万多亩棉花，是我们公司优质长绒棉的来源。　　依据国家相关法律法规，我们公司与员工在平等自愿的前提下签订劳动合同，确保员工身心健康。　　公司实行“多劳多得，按劳分配”的公平分配原则，根据员工生产任务完成情况，支付相应的薪酬待遇并按时足额缴纳社保。同时，通过企业内部技能培训，提升职工的发展空间，职工收入逐步提高，现我厂职工月收入3000-5000元，基本实现了“一人就业，全家脱贫”。我们同劳动、同生活、同娱乐，大家共同学习纺纱技术、提高技术水平，靠自己的双手勤劳致富。　　我们坚决反对任何造谣诬陷，谴责歪曲事实抹黑新疆。公司将继续使用新疆棉花作为生产棉纱的原材料，为全国提供优质的棉纱产品。我们为新疆棉花发声，为新疆棉花加油，为新疆棉花代言！,,新疆棉 中国心,0,0,1,2021-04-13 18:21:00,,
